ID;Standort-Nr;Baumhoehe_akt_m;Stammanzahl_akt_anz;Stammdurchmesser_akt_cm;Stammumfang_akt_cm;Kronendurchmesser_akt_cm;Pflanzjahr;Standalter_geschaetzt_jahr;ref_Baumart;ref_Baumart_botanisch;gis_komplex_UTM;ref_Objekt_Name;ref_Objekt_stat_Bezirk;ref_Objekt_Number;ref_Objekt_Name_Number
00008100:000fc63f;20;9;1;20;62;4;1982;41;Spitz-Ahorn;Acer platanoides*;POINT (405018,2831) (5756011,932);VG PRINZ-EUGEN-STRASSE;32;53216;20 53216 VG PRINZ-EUGEN-STRASSE
00008100:000fca76;96;13;2;36;114;7;1962;61;Stiel-Eiche;Quercus robur*;POINT (404569,141) (5755012,73);LUDWIG-ERHARD-SCHULE, GUT INSEL 41;32;63202;20 63202 LUDWIG-ERHARD-SCHULE, GUT INSEL 41
00008100:000fcba9;156;5;1;18;57;3;2002;21;Riesen-Mammutbaum;Sequoiadendron giganteum ;POINT (404817,5557) (5756064,676);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000fcb69;43;17;1;40;127;8;1972;51;Vogel-Kirsche;Prunus avium ;POINT (404785,2377) (5755845,217);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000ff958;89;18;1;63,34;199;11;1967;56;Berg-Ahorn;Acer pseudoplatanus*;POINT(404739.756506360252387821674346923828125 5754991.448233301751315593719482421875);�G STADTPARK GUT INSEL;32;13206;20 13206 �G STADTPARK GUT INSEL
00008100:000ffa42;39;11;1;25;78,54;6;1997;26;Hainbuche;Carpinus betulus*;POINT(404742.53161311778239905834197998046875 5754908.982385023497045040130615234375);SP GUT INSEL;32;23208;20 23208 SP GUT INSEL
00008100:000ffa40;37;15;1;70;219,91;14;1962;61;H�nge-Birke, Wei�-Birke;Betula pendula*;POINT(404739.6360944718471728265285491943359375 5754931.59312660433351993560791015625);SP GUT INSEL;32;23208;20 23208 SP GUT INSEL
00008100:000ffa3f;36;15;1;30;94,25;10;1987;36;Hainbuche;Carpinus betulus*;POINT(404740.505088398582302033901214599609375 5754939.17386076040565967559814453125);SP GUT INSEL;32;23208;20 23208 SP GUT INSEL
00008100:000ffa3d;34;15;2;55;172,79;6;1977;46;Feld-Ahorn;Acer campestre*;POINT(404758.1223970038699917495250701904296875 5754939.63733905740082263946533203125);SP GUT INSEL;32;23208;20 23208 SP GUT INSEL
00008100:000ffa43;40;21;1;55;172,79;9;1972;51;H�nge-Birke, Wei�-Birke;Betula pendula*;POINT(404752.47374770068563520908355712890625 5754905.6081342399120330810546875);SP GUT INSEL;32;23208;20 23208 SP GUT INSEL
00008100:000ffa44;41;11;1;20;62,83;8;2002;21;Hainbuche;Carpinus betulus*;POINT(404758.476451746071688830852508544921875 5754906.138120106421411037445068359375);SP GUT INSEL;32;23208;20 23208 SP GUT INSEL
00008100:000ffa41;38;10;1;25;78,54;8;1997;26;Hainbuche;Carpinus betulus*;POINT(404740.363712608697824180126190185546875 5754923.73892101459205150604248046875);SP GUT INSEL;32;23208;20 23208 SP GUT INSEL
00008100:000ffa3e;35;17;1;37;116,24;9;1982;41;Hainbuche;Carpinus betulus*;POINT(404747.671620404929853975772857666015625 5754940.175569704733788967132568359375);SP GUT INSEL;32;23208;20 23208 SP GUT INSEL
00008100:000ff653;55;12;1;30,24;95;7;2002;21;Stiel-Eiche;Quercus robur*;POINT(405242.4141709070536307990550994873046875 5754844.52279880084097385406494140625);VG RADWEG SAARBR�CKER STRASSE - HAMMER STRASSE;32;53246;20 53246 VG RADWEG SAARBR�CKER STRASSE - HAMMER STRASSE
00008100:000ff64e;50;14;1;39,79;125;12;;;Stiel-Eiche;Quercus robur*;POINT(405240.8441633369657211005687713623046875 5754855.947871663607656955718994140625);VG RADWEG SAARBR�CKER STRASSE - HAMMER STRASSE;32;53246;20 53246 VG RADWEG SAARBR�CKER STRASSE - HAMMER STRASSE
00008100:000ff651;53;11;1;38,2;120;8;2002;21;Stiel-Eiche;Quercus robur*;POINT(405236.7681859101285226643085479736328125 5754839.15344450809061527252197265625);VG RADWEG SAARBR�CKER STRASSE - HAMMER STRASSE;32;53246;20 53246 VG RADWEG SAARBR�CKER STRASSE - HAMMER STRASSE
00008100:000ff64f;51;11;1;27,69;87;7;2002;21;Stiel-Eiche;Quercus robur*;POINT(405254.0600870671332813799381256103515625 5754843.924206812866032123565673828125);VG RADWEG SAARBR�CKER STRASSE - HAMMER STRASSE;32;53246;20 53246 VG RADWEG SAARBR�CKER STRASSE - HAMMER STRASSE
00008100:000ff64c;48;14;1;36,29;114;7;1992;31;Stiel-Eiche;Quercus robur*;POINT(405233.8546935505582951009273529052734375 5754854.42280253209173679351806640625);VG RADWEG SAARBR�CKER STRASSE - HAMMER STRASSE;32;53246;20 53246 VG RADWEG SAARBR�CKER STRASSE - HAMMER STRASSE
00008100:000ff657;59;4;1;12,73;40;2;2012;11;Chinesische Birne;Pyrus calleryana 'Chanticleer' ;POINT(405282.236355606582947075366973876953125 5754859.0589502044022083282470703125);VG RADWEG SAARBR�CKER STRASSE - HAMMER STRASSE;32;53246;20 53246 VG RADWEG SAARBR�CKER STRASSE - HAMMER STRASSE
00008100:000fca47;8;5;1;14;44;2;2002;21;Baum-Hasel;Corylus colurna ;POINT (404589,9863) (5755038,506);LUDWIG-ERHARD-SCHULE, GUT INSEL 41;32;63202;20 63202 LUDWIG-ERHARD-SCHULE, GUT INSEL 41
00008100:000fca46;7;6;1;15;47;3;2002;21;Baum-Hasel;Corylus colurna ;POINT (404596,2233) (5755039,981);LUDWIG-ERHARD-SCHULE, GUT INSEL 41;32;63202;20 63202 LUDWIG-ERHARD-SCHULE, GUT INSEL 41
00008100:000fca49;16;6;1;11;35;2;2012;11;Baum-Hasel;Corylus colurna ;POINT (404587,0276) (5755056,09);LUDWIG-ERHARD-SCHULE, GUT INSEL 41;32;63202;20 63202 LUDWIG-ERHARD-SCHULE, GUT INSEL 41
00008100:000fca4b;36;15;1;23;72;6;1962;61;Winter-Linde;Tilia cordata*;POINT (404658,4104) (5754978,186);LUDWIG-ERHARD-SCHULE, GUT INSEL 41;32;63202;20 63202 LUDWIG-ERHARD-SCHULE, GUT INSEL 41
00008100:000fca4a;20;6;1;13;41;3;1992;31;Winter-Linde;Tilia cordata*;POINT (404612,1013) (5755023,748);LUDWIG-ERHARD-SCHULE, GUT INSEL 41;32;63202;20 63202 LUDWIG-ERHARD-SCHULE, GUT INSEL 41
00008100:000fca48;13;6;1;14;44;3;2002;21;Baum-Hasel;Corylus colurna ;POINT (404594,3891) (5755051,727);LUDWIG-ERHARD-SCHULE, GUT INSEL 41;32;63202;20 63202 LUDWIG-ERHARD-SCHULE, GUT INSEL 41
00008100:000fcbb3;172;14;1;14;44;3;2002;21;Unbekannt;Unbekannt;POINT (404868,0204) (5756090,135);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000fcbb6;184;13;1;30;94;7;1982;41;Baum-Hasel;Corylus colurna ;POINT (404801,221) (5756008,513);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000fcbb9;188;22;1;41;128;8;1962;61;Robinie;Robinia pseudoacacia*;POINT (404798,7945) (5756016,327);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000ffc48;17;21;1;45;141,37;10;1977;46;Robinie;Robinia pseudoacacia*;POINT(404872.0244714294676668941974639892578125 5755142.326816818676888942718505859375);�G INSELGARTEN;32;13207;20 13207 �G INSELGARTEN
00008100:000ffc49;18;10;1;25;78,54;8;1997;26;Gemeine Esche;Fraxinus excelsior*;POINT(404872.6195805448223836719989776611328125 5755140.94948632828891277313232421875);�G INSELGARTEN;32;13207;20 13207 �G INSELGARTEN
00008100:000ffc4c;21;12;1;20;62,83;5;2002;21;Feld-Ahorn;Acer campestre*;POINT(404874.653384844423271715641021728515625 5755140.07830367796123027801513671875);�G INSELGARTEN;32;13207;20 13207 �G INSELGARTEN
00008100:000ffc4a;19;22;1;40;125,66;13;1982;41;Gemeine Esche;Fraxinus excelsior*;POINT(404873.212005192763172090053558349609375 5755140.05818601511418819427490234375);�G INSELGARTEN;32;13207;20 13207 �G INSELGARTEN
00008100:000ffc4b;20;24;1;100;314,16;22;1932;91;Stiel-Eiche;Quercus robur*;POINT(404874.036802099202759563922882080078125 5755145.3698246963322162628173828125);�G INSELGARTEN;32;13207;20 13207 �G INSELGARTEN
00008100:000ffc46;15;16;1;45;141,37;6;1977;46;Trompetenbaum;Catalpa bignonioides ;POINT(404869.1037500141537748277187347412109375 5755147.47872577421367168426513671875);�G INSELGARTEN;32;13207;20 13207 �G INSELGARTEN
00008100:000ff652;54;11;1;31,19;98;6;2002;21;Stiel-Eiche;Quercus robur*;POINT(405235.4487561727291904389858245849609375 5754848.2359250523149967193603515625);VG RADWEG SAARBR�CKER STRASSE - HAMMER STRASSE;32;53246;20 53246 VG RADWEG SAARBR�CKER STRASSE - HAMMER STRASSE
00008100:000ff655;57;10;1;41,7;131;8;2002;21;Stiel-Eiche;Quercus robur*;POINT(405287.2558201723732054233551025390625 5754854.271158155985176563262939453125);VG RADWEG SAARBR�CKER STRASSE - HAMMER STRASSE;32;53246;20 53246 VG RADWEG SAARBR�CKER STRASSE - HAMMER STRASSE
00008100:000ffa7d;97;9;1;14,32;45;3;2012;11;Sp�te Trauben-Kirsche;Prunus serotina ;POINT(404857.06792180123738944530487060546875 5755006.8225608803331851959228515625);�G STADTPARK GUT INSEL;32;13206;20 13206 �G STADTPARK GUT INSEL
00008100:000ffa7e;98;9;1;12,41;39;3;2012;11;Gemeine Trauben-Kirsche;Prunus padus ;POINT(404854.253868962638080120086669921875 5755004.91492246091365814208984375);�G STADTPARK GUT INSEL;32;13206;20 13206 �G STADTPARK GUT INSEL
00008100:000ffa7f;99;12;6;40;125,66;11;1987;36;Gemeine Eibe;Taxus baccata*;POINT(404843.541357925743795931339263916015625 5754977.008903655223548412322998046875);�G STADTPARK GUT INSEL;32;13206;20 13206 �G STADTPARK GUT INSEL
00008100:000ffa7c;96;15;1;22,28;70;4;2007;16;Urweltmammutbaum;Metasequoia glyptostroboides;POINT(404860.2480691740638576447963714599609375 5755006.226374500431120395660400390625);�G STADTPARK GUT INSEL;32;13206;20 13206 �G STADTPARK GUT INSEL
00008100:00101ad0;151;;;;;;;;Totbaumhabitat;Biotopbaum;POINT(404785.2014813846908509731292724609375 5754951.262806442566215991973876953125);�G STADTPARK GUT INSEL;32;13206;20 13206 �G STADTPARK GUT INSEL
00008100:00101ad2;153;20;4;55;172,79;3;1972;51;Schwarz-Erle;Alnus glutinosa;POINT(404780.58989774622023105621337890625 5754958.320764922536909580230712890625);�G STADTPARK GUT INSEL;32;13206;20 13206 �G STADTPARK GUT INSEL
00008100:00101ad3;154;9;1;20;62,83;10;1997;26;Eschen-Ahorn;Acer negundo;POINT(404779.2999055367545224726200103759765625 5754957.942862766794860363006591796875);�G STADTPARK GUT INSEL;32;13206;20 13206 �G STADTPARK GUT INSEL
00008100:00101ad4;155;15;2;15;47,12;4;2002;21;Schwarz-Erle;Alnus glutinosa;POINT(404778.34519618959166109561920166015625 5754957.380272440612316131591796875);�G STADTPARK GUT INSEL;32;13206;20 13206 �G STADTPARK GUT INSEL
00008100:00101ad1;152;15;1;16,87;53;3;2007;16;Berg-Ahorn;Acer pseudoplatanus*;POINT(404783.905803994275629520416259765625 5754949.95577825419604778289794921875);�G STADTPARK GUT INSEL;32;13206;20 13206 �G STADTPARK GUT INSEL
00008100:00101ad6;157;22;1;55;172,79;11;1962;61;Rot-Eiche;Quercus rubra ;POINT(404780.78879495640285313129425048828125 5754949.95293567143380641937255859375);�G STADTPARK GUT INSEL;32;13206;20 13206 �G STADTPARK GUT INSEL
00008100:000fca78;98;10;1;13;41;4;2002;21;Hainbuche;Carpinus betulus*;POINT (404563,3945) (5755021,294);LUDWIG-ERHARD-SCHULE, GUT INSEL 41;32;63202;20 63202 LUDWIG-ERHARD-SCHULE, GUT INSEL 41
00008100:000fca75;95;12;1;19;60;4;2002;21;Baum-Hasel;Corylus colurna ;POINT (404563,574) (5755014,813);LUDWIG-ERHARD-SCHULE, GUT INSEL 41;32;63202;20 63202 LUDWIG-ERHARD-SCHULE, GUT INSEL 41
00008100:000fce12;31;13;1;23;73;8;1992;31;Hainbuche;Carpinus betulus*;POINT (404985,1007) (5754919,629);VG SAARBR�CKER STRASSE;32;53227;20 53227 VG SAARBR�CKER STRASSE
00008100:000fce13;33;20;1;55;172;11;1882;141;Rot-Eiche;Quercus rubra ;POINT (404972,4871) (5754906,041);VG SAARBR�CKER STRASSE;32;53227;20 53227 VG SAARBR�CKER STRASSE
00008100:000fce15;39;7;1;23;73;6;1992;31;Vogel-Kirsche;Prunus avium ;POINT (404937,4533) (5754899,401);VG SAARBR�CKER STRASSE;32;53227;20 53227 VG SAARBR�CKER STRASSE
00008100:000ffdbb;10;10;1;15;47,12;;2002;21;Hainbuche;Carpinus betulus*;POINT(404725.1909809582284651696681976318359375 5754734.796593866311013698577880859375);VG PARKPLATZ KLEING�RTEN RONNEBERG;32;53244;20 53244 VG PARKPLATZ KLEING�RTEN RONNEBERG
00008100:000ffdb9;8;13;1;45;141,37;7;1987;36;Vogel-Kirsche;Prunus avium ;POINT(404723.9864290344412438571453094482421875 5754746.236489440314471721649169921875);VG PARKPLATZ KLEING�RTEN RONNEBERG;32;53244;20 53244 VG PARKPLATZ KLEING�RTEN RONNEBERG
00008100:000ffdba;9;12;1;25;78,54;6;1997;26;Vogel-Kirsche;Prunus avium ;POINT(404722.3749301067437045276165008544921875 5754736.505739902146160602569580078125);VG PARKPLATZ KLEING�RTEN RONNEBERG;32;53244;20 53244 VG PARKPLATZ KLEING�RTEN RONNEBERG
00008100:000ffdbc;11;11;1;20;62,83;5;2002;21;Hainbuche;Carpinus betulus*;POINT(404722.322841786895878612995147705078125 5754734.021778427064418792724609375);VG PARKPLATZ KLEING�RTEN RONNEBERG;32;53244;20 53244 VG PARKPLATZ KLEING�RTEN RONNEBERG
00008100:000ffdbd;12;12;1;30;94,25;8;1992;31;Hainbuche;Carpinus betulus*;POINT(404726.27729297871701419353485107421875 5754732.721610210835933685302734375);VG PARKPLATZ KLEING�RTEN RONNEBERG;32;53244;20 53244 VG PARKPLATZ KLEING�RTEN RONNEBERG
00008100:0010065d;120;20;1;60;188,5;12;1977;46;Berg-Ahorn;Acer pseudoplatanus*;POINT(404821.0381960424710996448993682861328125 5755001.52760099805891513824462890625);�G STADTPARK GUT INSEL;32;13206;20 13206 �G STADTPARK GUT INSEL
00008100:0010065b;118;18;1;35;109,96;6;1987;36;Berg-Ahorn;Acer pseudoplatanus*;POINT(404818.7316222475492395460605621337890625 5755002.90781601704657077789306640625);�G STADTPARK GUT INSEL;32;13206;20 13206 �G STADTPARK GUT INSEL
00008100:0010065c;119;18;1;30;94,25;8;1987;36;Gemeine Buche;Fagus sylvatica*;POINT(404819.339455245994031429290771484375 5755001.782409924082458019256591796875);�G STADTPARK GUT INSEL;32;13206;20 13206 �G STADTPARK GUT INSEL
00008100:00100659;116;12;1;10;31,42;3;2007;16;Berg-Ahorn;Acer pseudoplatanus*;POINT(404814.4600276459823362529277801513671875 5754996.629601955413818359375);�G STADTPARK GUT INSEL;32;13206;20 13206 �G STADTPARK GUT INSEL
00008100:00101ad9;160;16;1;15;47,12;4;2002;21;Gemeine Esche;Fraxinus excelsior*;POINT(404772.506131899659521877765655517578125 5754951.404871416278183460235595703125);�G STADTPARK GUT INSEL;32;13206;20 13206 �G STADTPARK GUT INSEL
00008100:00101acf;150;22;1;70,03;220;8;1962;61;Stiel-Eiche;Quercus robur*;POINT(404818.10481833363883197307586669921875 5755004.734507937915623188018798828125);�G STADTPARK GUT INSEL;32;13206;20 13206 �G STADTPARK GUT INSEL
00008100:00101ad5;156;23;1;36,92;116;6;1967;56;Amerikanische Gleditschie;Gleditsia triacanthos*;POINT(404781.14965330739505589008331298828125 5754955.7521684728562831878662109375);�G STADTPARK GUT INSEL;32;13206;20 13206 �G STADTPARK GUT INSEL
00008100:00101ad7;158;20;1;48;150,8;11;1962;61;Gemeine Buche;Fagus sylvatica*;POINT(404776.1828945425222627818584442138671875 5754948.96698130480945110321044921875);�G STADTPARK GUT INSEL;32;13206;20 13206 �G STADTPARK GUT INSEL
00008100:00101ad8;159;20;1;15;47,12;5;1992;31;Gemeine Esche;Fraxinus excelsior*;POINT(404774.199603710207156836986541748046875 5754951.345206360332667827606201171875);�G STADTPARK GUT INSEL;32;13206;20 13206 �G STADTPARK GUT INSEL
00008100:000fdeeb;136;7;1;12,73;40;2;2007;16;Spitz-Ahorn;Acer platanoides*;POINT(404941.402918615262024104595184326171875 5755748.368789332918822765350341796875);VG SENTMARINGER WEG;32;53238;20 53238 VG SENTMARINGER WEG
00008100:0010065a;117;10;1;12;37,7;3;2012;11;Berg-Ahorn;Acer pseudoplatanus*;POINT(404817.55577448569238185882568359375 5755001.96024509333074092864990234375);�G STADTPARK GUT INSEL;32;13206;20 13206 �G STADTPARK GUT INSEL
00008100:000fc7f4;50;14;1;45;141;7;1962;61;Hainbuche;Carpinus betulus*;POINT (404986,2443) (5756149,187);VG PRINZ-EUGEN-STRASSE;32;53216;20 53216 VG PRINZ-EUGEN-STRASSE
00008100:000fc7f6;51;6;1;18;56;4;1992;31;Spitz-Ahorn;Acer platanoides*;POINT (404973,4818) (5756147,995);VG PRINZ-EUGEN-STRASSE;32;53216;20 53216 VG PRINZ-EUGEN-STRASSE
00008100:000fc7fa;60;9;1;37;117;7;1952;71;Spitz-Ahorn;Acer platanoides*;POINT (404968,6547) (5756264,318);VG PRINZ-EUGEN-STRASSE;32;53216;20 53216 VG PRINZ-EUGEN-STRASSE
00008100:000fc7fe;74;5;1;13;42;5;2002;21;Echte Walnuss;Juglans regia ;POINT (404968,4951) (5756118,976);VG PRINZ-EUGEN-STRASSE;32;53216;20 53216 VG PRINZ-EUGEN-STRASSE
00008100:000fcb85;95;23;1;67;209;8;1942;81;Hainbuche;Carpinus betulus*;POINT (404925,7761) (5756004,07);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000fcb87;98;23;1;49;153;8;1962;61;Hainbuche;Carpinus betulus*;POINT (404939,1353) (5756005,552);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000fcb88;99;23;1;41;130;7;1972;51;Hainbuche;Carpinus betulus*;POINT (404932,3604) (5756004,872);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000fcb8a;103;23;1;45;141;8;1962;61;Hainbuche;Carpinus betulus*;POINT (404940,1815) (5755999,311);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000fcb8b;105;23;1;62;195;9;1942;81;Hainbuche;Carpinus betulus*;POINT (404951,0285) (5756000,15);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000fcb90;112;22;1;54;169;6;1952;71;Schwarz-Kiefer;Pinus nigra ;POINT (404955,8614) (5756027,006);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000fcb8d;109;6;1;17;53;4;2002;21;Sal-Weide;Salix caprea ;POINT (404966,9364) (5756015,675);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000fcb5e;3;12;1;26;81;4;1992;31;Blaue Scheinzypresse;Chamaecyparis lawsoniana 'Alumii';POINT (404853,7071) (5755938,23);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000fcb70;54;29;1;82;259;13;1862;161;Spitz-Ahorn;Acer platanoides*;POINT (404910,3428) (5755980,593);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000fcb6f;53;19;1;26;82;4;1992;31;H�nge-Birke, Wei�-Birke;Betula pendula*;POINT (404918,6159) (5755967,007);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000fce10;16;7;1;27;85;7;1992;31;Vogel-Kirsche;Prunus avium ;POINT (405099,3112) (5754900,215);VG SAARBR�CKER STRASSE;32;53227;20 53227 VG SAARBR�CKER STRASSE
00008100:000fce11;18;13;1;43;135;8;1942;81;Spitz-Ahorn;Acer platanoides*;POINT (405089,3586) (5754902,42);VG SAARBR�CKER STRASSE;32;53227;20 53227 VG SAARBR�CKER STRASSE
00008100:000fce14;38;6;1;22;70;4;1992;31;Vogel-Kirsche;Prunus avium ;POINT (404945,0718) (5754905,536);VG SAARBR�CKER STRASSE;32;53227;20 53227 VG SAARBR�CKER STRASSE
00008100:001007b2;47;8;1;38,2;120;3;1982;41;Sal-Weide;Salix caprea ;POINT(405320.8927097984706051647663116455078125 5755090.62173604033887386322021484375);VG GREVINGSTRASSE;32;53213;20 53213 VG GREVINGSTRASSE
00008100:001007b3;48;;;;;;1972;51;Hainbuche;Carpinus betulus*;POINT(405331.417403534869663417339324951171875 5755038.367747201584279537200927734375);VG GREVINGSTRASSE;32;53213;20 53213 VG GREVINGSTRASSE
00008100:001007b5;50;16;1;44,56;140;8;1972;51;Winter-Linde;Tilia cordata*;POINT(405341.255809469963423907756805419921875 5755021.678067083470523357391357421875);VG GREVINGSTRASSE;32;53213;20 53213 VG GREVINGSTRASSE
00008100:001034c8;80;6;1;14,32;45;5;2007;16;Echte Walnuss;Juglans regia ;POINT(404967.008814589004032313823699951171875 5756117.72124354355037212371826171875);VG PRINZ-EUGEN-STRASSE;32;53216;20 53216 VG PRINZ-EUGEN-STRASSE
00008100:001034f9;80;;;;;;;;;Standort ohne Baum;POINT(404979.685323617770336568355560302734375 5756138.953096958808600902557373046875);VG PRINZ-EUGEN-STRASSE;32;53216;20 53216 VG PRINZ-EUGEN-STRASSE
00008100:001034fb;82;12;1;40;125,66;6;1972;51;Hainbuche;Carpinus betulus*;POINT(404987.0869454634375870227813720703125 5756148.692641596309840679168701171875);VG PRINZ-EUGEN-STRASSE;32;53216;20 53216 VG PRINZ-EUGEN-STRASSE
00008100:001034fa;81;6;1;20;62,83;3;;;Spitz-Ahorn;Acer platanoides*;POINT(404973.846588001237250864505767822265625 5756148.2294541932642459869384765625);VG PRINZ-EUGEN-STRASSE;32;53216;20 53216 VG PRINZ-EUGEN-STRASSE
00008100:000fcb75;61;22;1;68;213;6;1932;91;Abendl�ndischer Lebensbaum;Thuja occidentalis ;POINT (404922,0682) (5755983,221);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000fcb72;57;17;1;19;61;2;2002;21;H�nge-Birke, Wei�-Birke;Betula pendula*;POINT (404923,7181) (5755971,392);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000fcb78;65;18;1;22;68;2;1992;31;Abendl�ndischer Lebensbaum;Thuja occidentalis ;POINT (404931,5952) (5755962,146);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000fcb76;63;19;1;48;150;4;1962;61;Abendl�ndischer Lebensbaum;Thuja occidentalis ;POINT (404928,7543) (5755963,239);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000fcb7c;71;10;1;26;81;3;1992;31;Abendl�ndischer Lebensbaum;Thuja occidentalis ;POINT (404944,2261) (5755966,628);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000fcb8f;111;20;1;30;94;6;1962;61;Spitz-Ahorn;Acer platanoides*;POINT (404964,9923) (5756019,796);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000fcb79;66;22;1;51;161;5;1962;61;Abendl�ndischer Lebensbaum;Thuja occidentalis ;POINT (404934,7958) (5755962,634);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000fcb7b;70;11;1;31;96;4;1982;41;Abendl�ndischer Lebensbaum;Thuja occidentalis ;POINT (404947,284) (5755967,521);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000fcb7f;76;18;1;47;148;4;1962;61;Abendl�ndischer Lebensbaum;Thuja occidentalis ;POINT (404948,5913) (5755984,093);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000fcb7e;74;16;1;17;54;3;2002;21;G�tterbaum;Ailanthus altissima;POINT (404954,4061) (5755974,077);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000fcb81;82;6;1;15;47;3;1992;31;Gemeine Buche;Fagus sylvatica*;POINT (404966,7638) (5755983,697);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000fcb82;89;8;2;23;72;7;2002;21;Hainbuche;Carpinus betulus*;POINT (404967,3797) (5755969,203);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:000fcb84;94;22;1;43;136;6;1972;51;Hainbuche;Carpinus betulus*;POINT (404919,2411) (5756003,536);�G PARK SENTMARING;32;13205;20 13205 �G PARK SENTMARING
00008100:001007b1;46;;;;;;2002;21;Kegelf�rmiger Spitzahorn 'Cleveland';Acer platanoides 'Cleveland';POINT(405330.6558355219312943518161773681640625 5755098.521243291907012462615966796875);VG GREVINGSTRASSE;32;53213;20 53213 VG GREVINGSTRASSE
00008100:001007e0;125;;1;67,16;211;;1902;121;Stiel-Eiche;Quercus robur*;POINT(404824.5152654806734062731266021728515625 5754982.961865148507058620452880859375);�G STADTPARK GUT INSEL;32;13206;20 13206 �G STADTPARK GUT INSEL
00008100:001007de;123;18;1;25,46;80;4;2002;21;Stiel-Eiche;Quercus robur*;POINT(404816.3558449833071790635585784912109375 5754987.40727371908724308013916015625);�G STADTPARK GUT INSEL;32;13206;20 13206 �G STADTPARK GUT INSEL
00008100:001007df;124;25;1;80,21;252;12;1902;121;Stiel-Eiche;Quercus robur*;POINT(404822.7130532104638405144214630126953125 5754983.84882667846977710723876953125);�G STADTPARK GUT INSEL;32;13206;20 13206 �G STADTPARK GUT INSEL
00008100:001007dc;121;15;2;35;109,96;8;1992;31;Berg-Ahorn;Acer pseudoplatanus*;POINT(404824.939959082868881523609161376953125 5754989.67469833232462406158447265625);�G STADTPARK GUT INSEL;32;13206;20 13206 �G STADTPARK GUT INSEL
00008100:001007dd;122;20;1;44,88;141;10;1977;46;Gemeine Buche;Fagus sylvatica*;POINT(404820.8083702694275416433811187744140625 5754985.891308243386447429656982421875);�G STADTPARK GUT INSEL;32;13206;20 13206 �G STADTPARK GUT INSEL
00008100:00100809;90;18,5;1;105;329,87;18;1922;101;Stiel-Eiche;Quercus robur*;POINT(404451.5237776475842110812664031982421875 5755125.434061023406684398651123046875);VG KAPPENBERGER DAMM ZW. INSELB.U.UMGEH.;32;53241;20 53241 VG KAPPENBERGER DAMM ZW. INSELB.U.UMGEH.
00008100:000fc5e9;61;5;1;13;42;3;1992;31;Spitz-Ahorn;Acer platanoides*;POINT (404941,3806) (5755749,706);VG SENTMARINGER WEG;32;53238;20 53238 VG SENTMARINGER WEG
00008100:000fee88;48;12;1;53,16;167;9;1977;46;Spitz-Ahorn;Acer platanoides*;POINT(404849.6951513632084242999553680419921875 5755619.70411951281130313873291015625);VG HABICHTSH�HE;32;53235;20 53235 VG HABICHTSH�HE
00008100:00100930;116;;;;;;2007;16;Berg-Ahorn;Acer pseudoplatanus*;POINT(404818.1638096859096549451351165771484375 5754999.701132954098284244537353515625);�G STADTPARK GUT INSEL;32;13206;20 13206 �G STADTPARK GUT INSEL
00008100:0010092d;147;15;1;36,29;114;7;1987;36;Sommer-Linde;Tilia platyphyllos ;POINT(404794.0394461475661955773830413818359375 5754956.0685483627021312713623046875);�G STADTPARK GUT INSEL;32;13206;20 13206 �G STADTPARK GUT INSEL
